500000.0	2.5988604928173414e6	0.0022798510884780793
600000.0	3.335388760677216e6	0.0025827848383778375
700000.0	4.1138833143088417e6	0.002868408378982617
800000.0	4.9294765919942e6	0.0031398970021305475
900000.0	5.7784999718482625e6	0.003399558786621659
1.0e6	6.658104711637889e6	0.0036491381754156387
1.1e6	7.566026051208208e6	0.0038899938434933824
1.2e6	8.5004290061053e6	0.004123209673568711
1.3e6	9.459803471236303e6	0.004349667451940735
1.4e6	1.0442890535143908e7	0.0045700963961701965
1.5e6	1.144862914409654e7	0.004785107970379883
1.6e6	1.2476116784857191e7	0.004995221073157262
1.7e6	1.3524579718392208e7	0.005200880640505454
1.8e6	1.4593350152867427e7	0.005402471684861926
1.9e6	1.5681848430453053e7	0.005600330067139446
2.0e6	1.6789568939376716e7	0.005794750890137852
2.1e6	1.791606883490366e7	0.005985995127780119
2.2e6	1.906095891391209e7	0.006174294925562285
2.3e6	2.0223896121273533e7	0.006359857879115465
2.4e6	2.140457745826628e7	0.00654287054101887
2.5e6	2.2602734775979463e7	0.006723501286677866
2.6e6	2.381813054010971e7	0.00690190271448529
2.7e6	2.5050554185093332e7	0.007078213642592788
2.8e6	2.629981903942631e7	0.007252560794564401
2.9e6	2.756575973444835e7	0.007425060233351424
3.0e6	2.884822975235798e7	0.00759581855396217
3.1e6	3.014709985891835e7	0.007764933980262595
3.2e6	3.146225602881758e7	0.007932497214473835
3.3e6	3.2793598151048426e7	0.008098592241994707
3.4e6	3.414103872063544e7	0.008263297007930362
3.5e6	3.550450167873779e7	0.008426684007216337
3.6e6	3.688392144789494e7	0.008588820809388789
3.7e6	3.8279241971218236e7	0.008749770507986851
3.8e6	3.969041603658298e7	0.008909592138429567
3.9e6	4.1117404483297884e7	0.009068341026152235
4.0e6	4.256017561790923e7	0.00922606911072199
